team_hint,file,sheet,metric,col,value,metric_norm,col_norm
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Savunmada başarılı ikili mücadeleler,Seçildi: 19,38.68,savunmada başarılı ikili mücadeleler,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Savunmada başarılı ikili mücadeleler,2025/2026,36.48,savunmada başarılı ikili mücadeleler,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Savunmada başarılı ikili mücadeleler,Seçildi: 10,36.6,savunmada başarılı ikili mücadeleler,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Savunmada başarılı ikili mücadeleler,Seçildi: 10.1,37.2,savunmada başarılı ikili mücadeleler,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Hücumda ikili mücadele / Başarılı,Seçildi: 19,32.68,hücumda ikili mücadele / başarılı,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Hücumda ikili mücadele / Başarılı,2025/2026,29.14,hücumda ikili mücadele / başarılı,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Hücumda ikili mücadele / Başarılı,Seçildi: 10,36.2,hücumda ikili mücadele / başarılı,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Hücumda ikili mücadele / Başarılı,Seçildi: 10.1,29.9,hücumda ikili mücadele / başarılı,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı hava topu mücadeleleri,Seçildi: 19,18.47,başarılı hava topu mücadeleleri,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı hava topu mücadeleleri,2025/2026,16.38,başarılı hava topu mücadeleleri,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı hava topu mücadeleleri,Seçildi: 10,18.8,başarılı hava topu mücadeleleri,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı hava topu mücadeleleri,Seçildi: 10.1,16.1,başarılı hava topu mücadeleleri,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı driplingler,Seçildi: 19,13.11,başarılı driplingler,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı driplingler,2025/2026,10.52,başarılı driplingler,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı driplingler,Seçildi: 10,14.3,başarılı driplingler,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı driplingler,Seçildi: 10.1,11.2,başarılı driplingler,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Dribbling in the final third successful,Seçildi: 19,6.58,dribbling in the final third successful,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Dribbling in the final third successful,2025/2026,3.81,dribbling in the final third successful,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Dribbling in the final third successful,Seçildi: 10,7.7,dribbling in the final third successful,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Dribbling in the final third successful,Seçildi: 10.1,4.2,dribbling in the final third successful,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı Top Kapma,Seçildi: 19,16.53,başarılı top kapma,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı Top Kapma,2025/2026,14.67,başarılı top kapma,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı Top Kapma,Seçildi: 10,16.1,başarılı top kapma,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı Top Kapma,Seçildi: 10.1,15.4,başarılı top kapma,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Pas Arası,Seçildi: 19,45.37,pas arası,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Pas Arası,2025/2026,46.9,pas arası,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Pas Arası,Seçildi: 10,43.4,pas arası,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Pas Arası,Seçildi: 10.1,50.2,pas arası,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sahipsiz top kapma,Seçildi: 19,43.74,sahipsiz top kapma,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sahipsiz top kapma,2025/2026,49.0,sahipsiz top kapma,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sahipsiz top kapma,Seçildi: 10,44.9,sahipsiz top kapma,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sahipsiz top kapma,Seçildi: 10.1,48.5,sahipsiz top kapma,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xG,Seçildi: 19,2.28,xg,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xG,2025/2026,1.22,xg,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xG,Seçildi: 10,2.59,xg,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xG,Seçildi: 10.1,1.27,xg,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxG,Seçildi: 19,1.18,oxg,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxG,2025/2026,1.62,oxg,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxG,Seçildi: 10,1.15,oxg,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxG,Seçildi: 10.1,1.77,oxg,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,NxG,Seçildi: 19,1.1,nxg,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,NxG,2025/2026,-0.4,nxg,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,NxG,Seçildi: 10,1.45,nxg,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,NxG,Seçildi: 10.1,-0.5,nxg,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xPoints,Seçildi: 19,1.91,xpoints,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xPoints,2025/2026,0.9,xpoints,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xPoints,Seçildi: 10,2.11,xpoints,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xPoints,Seçildi: 10.1,0.89,xpoints,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xG dönüştürme,Seçildi: 19,0.97,xg dönüştürme,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xG dönüştürme,2025/2026,0.66,xg dönüştürme,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xG dönüştürme,Seçildi: 10,0.85,xg dönüştürme,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,xG dönüştürme,Seçildi: 10.1,0.79,xg dönüştürme,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şut başına xG,Seçildi: 19,0.15,şut başına xg,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şut başına xG,2025/2026,0.11,şut başına xg,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şut başına xG,Seçildi: 10,0.14,şut başına xg,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şut başına xG,Seçildi: 10.1,0.12,şut başına xg,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxGPS,Seçildi: 19,0.13,oxgps,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxGPS,2025/2026,0.12,oxgps,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxGPS,Seçildi: 10,0.14,oxgps,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxGPS,Seçildi: 10.1,0.11,oxgps,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Gol başına xG,Seçildi: 19,1.03,gol başına xg,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Gol başına xG,2025/2026,1.51,gol başına xg,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Gol başına xG,Seçildi: 10,1.18,gol başına xg,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Gol başına xG,Seçildi: 10.1,1.27,gol başına xg,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxGPG,Seçildi: 19,1.6,oxgpg,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxGPG,2025/2026,0.9,oxgpg,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxGPG,Seçildi: 10,1.27,oxgpg,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,OxGPG,Seçildi: 10.1,1.11,oxgpg,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı takım presi,Seçildi: 19,9.11,başarılı takım presi,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı takım presi,2025/2026,7.95,başarılı takım presi,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı takım presi,Seçildi: 10,7.5,başarılı takım presi,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Başarılı takım presi,Seçildi: 10.1,7.1,başarılı takım presi,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,PPDA,Seçildi: 19,5.2,ppda,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,PPDA,2025/2026,6.39,ppda,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,PPDA,Seçildi: 10,4.86,ppda,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,PPDA,Seçildi: 10.1,6.52,ppda,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Build up,Seçildi: 19,38.0,build up,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Build up,2025/2026,33.1,build up,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Build up,Seçildi: 10,37.6,build up,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Build up,Seçildi: 10.1,32.9,build up,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,No pressing,Seçildi: 19,21.0,no pressing,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,No pressing,2025/2026,14.19,no pressing,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,No pressing,Seçildi: 10,21.6,no pressing,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,No pressing,Seçildi: 10.1,12.7,no pressing,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,High pressing,Seçildi: 19,9.32,high pressing,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,High pressing,2025/2026,10.29,high pressing,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,High pressing,Seçildi: 10,7.5,high pressing,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,High pressing,Seçildi: 10.1,9.9,high pressing,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,High pressing successful,Seçildi: 19,4.68,high pressing successful,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,High pressing successful,2025/2026,4.67,high pressing successful,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,High pressing successful,Seçildi: 10,3.8,high pressing successful,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,High pressing successful,Seçildi: 10.1,3.8,high pressing successful,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"High pressing successful, %",Seçildi: 19,0.5028,"high pressing successful, %",seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"High pressing successful, %",2025/2026,0.4537,"high pressing successful, %",2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"High pressing successful, %",Seçildi: 10,0.5067,"high pressing successful, %",seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"High pressing successful, %",Seçildi: 10.1,0.3838,"high pressing successful, %",seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Low pressing,Seçildi: 19,8.32,low pressing,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Low pressing,2025/2026,9.81,low pressing,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Low pressing,Seçildi: 10,7.1,low pressing,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Low pressing,Seçildi: 10.1,10.5,low pressing,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Low pressing successful,Seçildi: 19,4.42,low pressing successful,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Low pressing successful,2025/2026,3.29,low pressing successful,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Low pressing successful,Seçildi: 10,3.7,low pressing successful,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Low pressing successful,Seçildi: 10.1,3.3,low pressing successful,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Low pressing successful, %",Seçildi: 19,0.5316,"low pressing successful, %",seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Low pressing successful, %",2025/2026,0.335,"low pressing successful, %",2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Low pressing successful, %",Seçildi: 10,0.5211,"low pressing successful, %",seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Low pressing successful, %",Seçildi: 10.1,0.3143,"low pressing successful, %",seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Topla oynama, sayı",Seçildi: 19,96.0,"topla oynama, sayı",seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Topla oynama, sayı",2025/2026,100.19,"topla oynama, sayı",2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Topla oynama, sayı",Seçildi: 10,97.9,"topla oynama, sayı",seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Topla oynama, sayı",Seçildi: 10.1,97.0,"topla oynama, sayı",seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sol kanat hücumlarının tamamı,Seçildi: 19,28.0,sol kanat hücumlarının tamamı,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sol kanat hücumlarının tamamı,2025/2026,27.38,sol kanat hücumlarının tamamı,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sol kanat hücumlarının tamamı,Seçildi: 10,28.8,sol kanat hücumlarının tamamı,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sol kanat hücumlarının tamamı,Seçildi: 10.1,26.1,sol kanat hücumlarının tamamı,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten sol kanat hücumları,Seçildi: 19,3.16,şutla biten sol kanat hücumları,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten sol kanat hücumları,2025/2026,3.0,şutla biten sol kanat hücumları,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten sol kanat hücumları,Seçildi: 10,3.9,şutla biten sol kanat hücumları,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten sol kanat hücumları,Seçildi: 10.1,3.4,şutla biten sol kanat hücumları,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Left flank attacks with shots, %",Seçildi: 19,0.1128,"left flank attacks with shots, %",seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Left flank attacks with shots, %",2025/2026,0.1096,"left flank attacks with shots, %",2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Left flank attacks with shots, %",Seçildi: 10,0.1354,"left flank attacks with shots, %",seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Left flank attacks with shots, %",Seçildi: 10.1,0.1303,"left flank attacks with shots, %",seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Merkezden hücumlar,Seçildi: 19,21.37,merkezden hücumlar,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Merkezden hücumlar,2025/2026,17.62,merkezden hücumlar,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Merkezden hücumlar,Seçildi: 10,19.4,merkezden hücumlar,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Merkezden hücumlar,Seçildi: 10.1,16.7,merkezden hücumlar,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten hücumlar - merkez,Seçildi: 19,4.11,şutla biten hücumlar - merkez,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten hücumlar - merkez,2025/2026,2.43,şutla biten hücumlar - merkez,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten hücumlar - merkez,Seçildi: 10,4.1,şutla biten hücumlar - merkez,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten hücumlar - merkez,Seçildi: 10.1,2.3,şutla biten hücumlar - merkez,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Attacks through the center with shots, %",Seçildi: 19,0.1921,"attacks through the center with shots, %",seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Attacks through the center with shots, %",2025/2026,0.1378,"attacks through the center with shots, %",2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Attacks through the center with shots, %",Seçildi: 10,0.2113,"attacks through the center with shots, %",seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Attacks through the center with shots, %",Seçildi: 10.1,0.1377,"attacks through the center with shots, %",seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sağ kanat hücumları,Seçildi: 19,24.79,sağ kanat hücumları,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sağ kanat hücumları,2025/2026,23.38,sağ kanat hücumları,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sağ kanat hücumları,Seçildi: 10,27.0,sağ kanat hücumları,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Sağ kanat hücumları,Seçildi: 10.1,22.1,sağ kanat hücumları,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten sağ kanat hücumları,Seçildi: 19,4.37,şutla biten sağ kanat hücumları,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten sağ kanat hücumları,2025/2026,1.71,şutla biten sağ kanat hücumları,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten sağ kanat hücumları,Seçildi: 10,4.8,şutla biten sağ kanat hücumları,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten sağ kanat hücumları,Seçildi: 10.1,2.0,şutla biten sağ kanat hücumları,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Right flank attacks with shots, %",Seçildi: 19,0.1762,"right flank attacks with shots, %",seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Right flank attacks with shots, %",2025/2026,0.0733,"right flank attacks with shots, %",2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Right flank attacks with shots, %",Seçildi: 10,0.1778,"right flank attacks with shots, %",seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Right flank attacks with shots, %",Seçildi: 10.1,0.09050000000000001,"right flank attacks with shots, %",seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Set Hücumları,Seçildi: 19,63.53,set hücumları,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Set Hücumları,2025/2026,54.33,set hücumları,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Set Hücumları,Seçildi: 10,65.4,set hücumları,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Set Hücumları,Seçildi: 10.1,50.4,set hücumları,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten set hücumları,Seçildi: 19,8.84,şutla biten set hücumları,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten set hücumları,2025/2026,5.24,şutla biten set hücumları,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten set hücumları,Seçildi: 10,10.3,şutla biten set hücumları,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten set hücumları,Seçildi: 10.1,5.6,şutla biten set hücumları,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Positional attacks with shots, %",Seçildi: 19,0.1392,"positional attacks with shots, %",seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Positional attacks with shots, %",2025/2026,0.09640000000000001,"positional attacks with shots, %",2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Positional attacks with shots, %",Seçildi: 10,0.1575,"positional attacks with shots, %",seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Positional attacks with shots, %",Seçildi: 10.1,0.1111,"positional attacks with shots, %",seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Kontra Ataklar,Seçildi: 19,10.63,kontra ataklar,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Kontra Ataklar,2025/2026,14.05,kontra ataklar,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Kontra Ataklar,Seçildi: 10,9.8,kontra ataklar,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Kontra Ataklar,Seçildi: 10.1,14.5,kontra ataklar,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten kontra ataklar,Seçildi: 19,2.79,şutla biten kontra ataklar,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten kontra ataklar,2025/2026,1.9,şutla biten kontra ataklar,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten kontra ataklar,Seçildi: 10,2.5,şutla biten kontra ataklar,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten kontra ataklar,Seçildi: 10.1,2.1,şutla biten kontra ataklar,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Counter-attacks with shots, %",Seçildi: 19,0.2624,"counter-attacks with shots, %",seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Counter-attacks with shots, %",2025/2026,0.1356,"counter-attacks with shots, %",2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Counter-attacks with shots, %",Seçildi: 10,0.2551,"counter-attacks with shots, %",seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,"Counter-attacks with shots, %",Seçildi: 10.1,0.1448,"counter-attacks with shots, %",seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Duran Top Hücumları,Seçildi: 19,9.68,duran top hücumları,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Duran Top Hücumları,2025/2026,9.0,duran top hücumları,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Duran Top Hücumları,Seçildi: 10,10.9,duran top hücumları,seçildi: 10
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Duran Top Hücumları,Seçildi: 10.1,7.2,duran top hücumları,seçildi: 10.1
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten hücumlar - duran toplar,Seçildi: 19,3.11,şutla biten hücumlar - duran toplar,seçildi: 19
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten hücumlar - duran toplar,2025/2026,3.0,şutla biten hücumlar - duran toplar,2025/2026
Galatasaray,01.02.2026 - Galatasaray - Comparison.xlsx,Comparison,Şutla biten hücumlar - duran toplar,Seçildi: 10,3.8,şutla biten hücumlar - duran toplar,seçildi: 10
