event_id,minute,second,time_sec,team,type,source_file
3634,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3635,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3636,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3637,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3638,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3626,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3611,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3610,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3609,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3582,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3583,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3584,0,0,0.0,UNKNOWN,driplingler,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3585,0,0,0.0,UNKNOWN,başarılı top kapma,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3586,0,0,0.0,UNKNOWN,challenges unsuccessful,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3587,0,0,0.0,UNKNOWN,challenges won,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3588,0,0,0.0,UNKNOWN,ceza sahasına / i̇sabetli,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3589,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3590,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3591,0,0,0.0,UNKNOWN,başarılı hava topu mücadeleleri,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3592,0,0,0.0,UNKNOWN,challenges unsuccessful,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3593,0,0,0.0,UNKNOWN,challenges won,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3594,0,0,0.0,UNKNOWN,kaybedilen hava topu mücadeleleri,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3595,0,0,0.0,UNKNOWN,i̇sabetsiz şutlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3596,0,0,0.0,UNKNOWN,şut,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3597,0,0,0.0,UNKNOWN,korner hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3598,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3599,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3600,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3601,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3602,0,0,0.0,UNKNOWN,goal kicks long (40+ m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3603,0,0,0.0,UNKNOWN,incomplete long passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3604,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3605,0,0,0.0,UNKNOWN,incomplete progressive passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3606,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3607,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3608,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3639,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3640,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3641,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3642,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3674,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3675,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3676,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3677,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3678,0,0,0.0,UNKNOWN,driplingler,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3679,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3680,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3681,0,0,0.0,UNKNOWN,incomplete progressive passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3682,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3683,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3684,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3685,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3686,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3687,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3688,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3689,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3690,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3691,0,0,0.0,UNKNOWN,progressive passes accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3692,0,0,0.0,UNKNOWN,set hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3693,0,0,0.0,UNKNOWN,driplingler,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3694,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3695,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3696,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3697,0,0,0.0,UNKNOWN,incomplete key passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3698,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3699,0,0,0.0,UNKNOWN,incomplete passes into the box,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3700,0,0,0.0,UNKNOWN,incomplete progressive passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3673,0,0,0.0,UNKNOWN,şut,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3581,0,0,0.0,UNKNOWN,kontra ataklar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3672,0,0,0.0,UNKNOWN,i̇sabetli şut,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3670,0,0,0.0,UNKNOWN,challenges won,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3643,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3644,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3645,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3646,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3647,0,0,0.0,UNKNOWN,progressive passes accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3648,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3649,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3650,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3651,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3652,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3653,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3654,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3655,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3656,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3657,0,0,0.0,UNKNOWN,incomplete progressive passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3658,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3659,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3660,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3661,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3662,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3663,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3664,0,0,0.0,UNKNOWN,ceza sahasına / i̇sabetli,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3665,0,0,0.0,UNKNOWN,crosses accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3666,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3667,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3668,0,0,0.0,UNKNOWN,başarılı hava topu mücadeleleri,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3669,0,0,0.0,UNKNOWN,challenges unsuccessful,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3671,0,0,0.0,UNKNOWN,kaybedilen hava topu mücadeleleri,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3580,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3579,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3578,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3489,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3490,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3491,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3492,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3493,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3494,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3495,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3496,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3497,0,0,0.0,UNKNOWN,set hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3498,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3499,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3500,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3501,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3502,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3503,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3504,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3505,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3506,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3507,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3508,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3509,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3510,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3511,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3512,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3513,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3514,0,0,0.0,UNKNOWN,driplingler,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3515,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3488,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3516,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3487,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3485,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3458,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3459,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3460,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3461,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3462,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3463,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3464,0,0,0.0,UNKNOWN,kontra ataklar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3465,0,0,0.0,UNKNOWN,goal kicks long (40+ m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3466,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3467,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3468,0,0,0.0,UNKNOWN,progressive passes accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3469,0,0,0.0,UNKNOWN,uzun paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3470,0,0,0.0,UNKNOWN,crosses inaccurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3471,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3472,0,0,0.0,UNKNOWN,incomplete passes into the box,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3473,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3474,0,0,0.0,UNKNOWN,kötü top kontrolü,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3475,0,0,0.0,UNKNOWN,challenges unsuccessful,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3476,0,0,0.0,UNKNOWN,challenges won,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3477,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3478,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3479,0,0,0.0,UNKNOWN,set hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3480,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3481,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3482,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3483,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3484,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3486,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3701,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3517,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3519,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3551,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3552,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3553,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3554,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3555,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3556,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3557,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3558,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3559,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3560,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3561,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3562,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3563,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3564,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3565,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3566,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3567,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3568,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3569,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3570,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3571,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3572,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3573,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
3574,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
