path	size_bytes	mtime	repo_signal	keep_reason
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/player-groups (1).csv	256	2026-01-29 03:22:42	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/player-groups (1).json	449	2026-01-29 03:23:04	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/player-groups (2).csv	245	2026-01-29 03:23:04	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/player-groups (2).json	438	2026-01-29 03:22:30	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/player-groups.csv	319	2026-01-29 03:22:30	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/player-groups.json	320	2026-01-29 03:23:08	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/player-history.csv	1624	2026-01-29 03:22:34	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/player-history.json	4022	2026-01-29 03:22:42	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/reference.example.json	438	2026-01-29 03:23:06	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/reference.schema.json	1503	2026-01-29 03:23:06	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/signal.example.json	418	2026-01-29 03:23:06	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/signal.schema.json	2272	2026-01-29 03:23:06	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/team-players.csv	2888	2026-01-29 03:22:42	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/team-statistics (1).csv	275	2026-01-29 03:22:34	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/team-statistics (2).csv	316	2026-01-29 03:23:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/team-statistics (3).csv	310	2026-01-29 03:22:30	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/team-statistics.csv	368	2026-01-29 03:22:34	no	
/data/data/com.termux/files/home/HP_PROJELERI/HP_LIBRARY/xG stats for teams and players from the TOP European leagues	229775	2026-01-29 03:22:28	no	
/data/data/com.termux/files/home/HP_PROJELERI/Hikmet PÄ±narbaÅŸÄ± Velri sÃ¶zlÃ¼ÄŸÃ¼.docx	13169	2026-01-20 22:08:14	no	
/data/data/com.termux/files/home/HP_PROJELERI/Kitaplar makaleler	0	2026-01-30 00:15:09	no	
/data/data/com.termux/files/home/HP_PROJELERI/MANIFEST_20260105_001041.json	1160	2026-01-05 00:10:40	no	
/data/data/com.termux/files/home/HP_PROJELERI/Otonom Video Analiz Sistemi Yol HaritasÄ±.docx	6213691	2026-01-16 13:11:28	no	
/data/data/com.termux/files/home/HP_PROJELERI/Transfer Dock_Text_20260120004416.docx	6795	2026-01-20 12:39:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/Untitled0.ipynb	293717	2026-01-05 00:09:52	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ACTIVE	93261583	2026-01-30 00:29:26	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ACTIVE/core	34882	2026-01-30 00:21:55	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ACTIVE/hp_core	11849	2026-01-30 02:43:22	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ACTIVE/hp_single_source_of_truth_v1_fixed.py	11849	2026-01-05 00:09:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ACTIVE/knowledge_base	93203003	2026-01-30 00:21:56	no	
/data/data/com.termux/files/home/HP_PROJELERI/_CANDIDATES	82358447	2026-01-30 00:21:25	no	
/data/data/com.termux/files/home/HP_PROJELERI/_CANDIDATES/knowledge	82323565	2026-01-30 00:21:36	no	
/data/data/com.termux/files/home/HP_PROJELERI/_CANDIDATES/py	34882	2026-01-30 02:43:22	no	
/data/data/com.termux/files/home/HP_PROJELERI/_UNKNOWN	0	2026-01-30 00:14:29	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED	122314595	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/(1)	0	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/(2)	0	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/HP	82976877	2026-01-30 00:20:49	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/HP-Motor-main	0	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/HP-Motor-termux-lite-patch	74012	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/HP_ENGINE_PREMATCH_SYSTEM_REPORT_PACKAGE	44601	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/HP_ENGINE_SAFETY_SNAPSHOT_20260105_001041	322236	2026-02-11 01:25:08	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/HP_Engine_AURELIA_All_In_One_2026-01-20	36727768	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/HP_Engine_Hub_Spec_v0_1	24178	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/HP_Engine_Package	44071	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/Library	0	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/football_metrics_system	8073	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp-motor-registry-audit-reports	1727	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_engine_contracts_pack	29849	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_engine_core_mobile_ready	0	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_engine_origin_bundle	11242	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_engine_playbook_all_conversation_as_code	22224	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_engine_scaffold	573584	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_engine_sprint0_video_layer	33714	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_engine_v0_2_ready_persist	36748	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_engine_v3_min_core	24168	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_fitness_pipeline	50398	2026-01-30 00:20:51	yes	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_motor_run_GS_ATM_20260121	1277627	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/hp_motor_termux_bootstrap	29969	2026-01-30 00:20:50	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/proje	0	2026-01-30 00:20:49	no	
/data/data/com.termux/files/home/HP_PROJELERI/_ZIP_EXPLODED/sportsbase_ingest_out	1529	2026-01-30 00:20:51	no	
/data/data/com.termux/files/home/HP_PROJELERI/_zip_inventory.json	308	2026-01-30 00:21:07	no	
/data/data/com.termux/files/home/HP_PROJELERI/apps	3998	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/apps/analysis	3998	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/canon	19739	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/canon/contracts	5603	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/canon/metric_graph.yaml	456	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/canon/ontology	5821	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/canon/policies	4101	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/canon/registry	3377	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/canon/schema_v2.yaml	381	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/caravaggio_test.csv.docx	6967	2025-12-19 09:19:25	no	
/data/data/com.termux/files/home/HP_PROJELERI/clips.jsonl	942	2026-01-21 19:40:26	no	
/data/data/com.termux/files/home/HP_PROJELERI/clips_summary.json	587	2026-01-21 19:40:26	no	
/data/data/com.termux/files/home/HP_PROJELERI/configs	0	2026-01-30 00:14:46	no	
/data/data/com.termux/files/home/HP_PROJELERI/contracts	22259	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/contracts/fitness_contract.yml	22259	2025-12-24 05:59:38	no	
/data/data/com.termux/files/home/HP_PROJELERI/demo	469	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/demo/run_match.py	469	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine	30874	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/__init__.py	13	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/aurelia_narrative.py	1129	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/master_orchestrator.py	1849	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/metric_engine.py	1915	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/metrics	5183	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/plotspec_factory.py	869	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/popper_gate.py	1455	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/provider	4465	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/sot_validator.py	1823	2026-01-22 12:39:10	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/validation	4228	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/engine/video	7945	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/example_streamlit_app.py	270	2025-12-18 11:24:34	no	
/data/data/com.termux/files/home/HP_PROJELERI/football_metrics_system	3321	2026-01-30 00:15:06	no	
/data/data/com.termux/files/home/HP_PROJELERI/football_metrics_system/metric_encyclopedia.py	1384	2026-01-21 18:37:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/football_metrics_system/metric_ontology.json	1342	2026-01-21 18:36:36	no	
/data/data/com.termux/files/home/HP_PROJELERI/football_metrics_system/platform_mappings.json	595	2026-01-21 18:35:31	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_contracts	29725	2026-01-30 00:15:09	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_contracts/examples	5186	2026-01-30 00:14:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_contracts/schemas	24539	2026-01-30 00:14:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_core	17523	2026-01-30 00:15:09	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_core/example_streamlit_app.py	270	2025-12-18 11:24:34	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_core/hp_engine_core	17253	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_origin_bundle	10570	2026-01-30 00:15:09	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_origin_bundle/decision_matrix.csv	804	2025-12-24 05:58:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_origin_bundle/hp_engine_codegen.py	1378	2025-12-24 05:58:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_origin_bundle/origin_spec.schema.json	866	2025-12-24 05:58:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_origin_bundle/origin_spec.yaml	7522	2025-12-24 05:58:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_playbook	21604	2026-01-30 00:15:06	yes	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_playbook/hp_engine_playbook	10997	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_playbook/manifest	5108	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_playbook/prompts	1421	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_playbook/pyproject.toml	242	2025-12-24 05:58:44	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_playbook/schema	2480	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_playbook/tools	1356	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_scaffold	572211	2026-01-30 00:15:09	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_scaffold/apps	8796	2026-01-20 16:39:28	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_scaffold/canon	545803	2026-01-20 16:39:28	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_scaffold/engine	11442	2026-01-20 17:00:56	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_scaffold/tools	6170	2026-01-20 16:55:48	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_spec.yaml	2197	2026-01-18 22:50:22	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_v0_2	35813	2026-01-30 00:15:09	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_v0_2/contracts	3097	2026-01-30 00:14:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_v0_2/hp_engine	14052	2026-01-30 00:14:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_v0_2/recipes.yaml	1260	2025-12-19 23:39:06	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_v0_2/run_demo.py	2806	2025-12-19 23:39:52	no	
/data/data/com.termux/files/home/HP_PROJELERI/hp_engine_v0_2/tests	14598	2026-02-07 10:53:25	no	
/data/data/com.termux/files/home/HP_PROJELERI/pyproject.toml	431	2025-12-24 05:59:38	no	
/data/data/com.termux/files/home/HP_PROJELERI/registry_audit_1769184714.json	902	2026-01-23 16:11:54	no	
/data/data/com.termux/files/home/HP_PROJELERI/schemas	6760	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/schemas/fitness_player_aggregate.schema.json	1000	2025-12-24 05:59:38	no	
/data/data/com.termux/files/home/HP_PROJELERI/schemas/fitness_team_match.schema.json	1310	2025-12-24 05:59:38	no	
/data/data/com.termux/files/home/HP_PROJELERI/schemas/hp_report.schema.json	4450	2025-12-23 23:36:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources	35288923	2026-01-30 00:15:09	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/# Football Data and Metrics En.docx	15287	2026-01-20 11:29:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Claude.docx	5073	2026-01-20 11:29:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol Analizi Ä°Ã§in Akademik Kaynak KÃ¼tÃ¼phanesi	287498	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol Analizi Åžablon ve GeliÅŸtirme Projesi	365428	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol Analizi: Her Åžeyin Teorisi	433883	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol Ontolojisi: Sistem, Felsefe, Oyuncu	429098	2026-01-20 11:29:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol TakÄ±m Analizi AltyapÄ±sÄ± OluÅŸturma	291478	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol TakÄ±m Analizi UstalÄ±k EÄŸitimi	312750	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol Veri Analizi Metodolojisi Derlemesi	269040	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol Veri Analizi ve Metrik GeliÅŸtirme Yol HaritasÄ±	264679	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol Video Analizi Ä°Ã§in KapsamlÄ± Yol HaritasÄ±	348217	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbol ZekasÄ± Ekosistemi: hp Engine	348448	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Futbolu SÄ±fÄ±rdan Ã–ÄŸrenme AraÅŸtÄ±rma Dizisi	317040	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/HP Engine Stratejik Otopsi Raporu	136063	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/HP Engine mÃ¼hendisliÄŸi.docx	14381	2026-01-20 11:29:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/HP Engine sistemi.docx	6321	2026-01-20 11:29:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Hikmet PÄ±narbaÅŸÄ± Velri sÃ¶zlÃ¼ÄŸÃ¼.docx	13169	2026-01-20 11:29:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/HikmetPinarbas_Teaser_Ses.mp3	4537	2026-01-20 11:29:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Otonom Video Analiz Sistemi Yol HaritasÄ±	280592	2026-01-20 11:29:00	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Prova.docx	9255	2026-01-20 11:29:02	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Tebe.mp3	31051474	2026-01-20 11:29:04	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Transfer Dock_Text_20260120004416	17345	2026-01-20 11:28:58	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/caravaggio_test.csv	31478	2026-01-20 11:28:58	no	
/data/data/com.termux/files/home/HP_PROJELERI/sources/Ã§ok iyi olur. metrik tanÄ±mlarÄ±nÄ± iÅŸleyelim lÃ¼tfen	36389	2026-01-20 11:28:58	no	
/data/data/com.termux/files/home/HP_PROJELERI/src	18705	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/src/hp_fitness	18705	2026-01-30 00:14:03	no	
/data/data/com.termux/files/home/HP_PROJELERI/tests	4762	2026-02-07 10:53:25	no	
/data/data/com.termux/files/home/HP_PROJELERI/tests/__pycache__	3416	2026-02-07 10:53:25	no	
/data/data/com.termux/files/home/HP_PROJELERI/tests/test_checks.py	1346	2025-12-24 05:59:38	no	
